1001-Effector_CD4pos_T-S	1001-Effector_CD4pos_T-U	1002-Effector_CD4pos_T-S	1002-Effector_CD4pos_T-U	1003-Effector_CD4pos_T-S	1003-Effector_CD4pos_T-U	1004-Effector_CD4pos_T-U
22:18727322-18727585	4	1	6	4	0	16	2
22:18727780-18728088	4	5	4	7	1	21	2
22:18730066-18730266	7	7	19	8	0	6	7
22:18730420-18730866	34	13	49	59	20	42	37
22:18733689-18734088	33	36	93	142	20	51	100
22:18735658-18736090	9	4	13	7	16	14	11
22:18741582-18742254	9	28	22	36	6	30	12
22:18747435-18747635	0	0	9	11	3	0	2
22:18749936-18750316	6	5	11	27	2	17	3
22:18750499-18750717	8	14	4	21	4	5	9
22:18754853-18755172	3	7	12	17	5	17	9
22:18772928-18773152	15	10	14	24	9	19	15
22:18773155-18774053	89	80	101	59	49	96	47
22:18774242-18774499	10	3	20	27	4	9	12
22:18779176-18779673	16	21	57	70	21	24	18
22:18779730-18779930	2	8	9	23	7	12	10
22:18781282-18781492	2	8	18	15	7	5	15
22:18782063-18782355	13	13	13	21	19	19	20
22:18785059-18785322	7	8	6	25	6	11	9
22:18785326-18785724	15	3	6	17	6	13	8
22:18787758-18787971	3	9	9	26	3	18	8
22:18791199-18791959	26	24	45	82	18	52	44
22:18792213-18792928	35	37	72	97	21	41	32
22:18796257-18796457	11	5	17	24	6	2	6
22:18798031-18798245	4	12	2	10	0	2	6
22:18810420-18810776	41	14	75	18	26	10	8
22:18820717-18820987	12	3	12	12	7	4	16
22:18824876-18825289	21	26	26	48	5	18	25
22:18827036-18827474	17	4	36	49	9	25	10
22:18832239-18832855	36	28	34	57	36	33	32
22:18833586-18834014	30	24	20	34	12	22	6
22:18834056-18834405	2	9	30	26	0	5	21
22:18846966-18847750	35	24	36	40	10	18	20
22:18852345-18852747	12	25	21	16	3	25	25
22:18854338-18854844	158	137	135	69	30	63	49
22:18864571-18864781	6	0	9	0	4	10	11
22:18865191-18865429	0	2	4	18	5	5	7
22:18868975-18869192	6	0	3	22	4	11	4
22:18870451-18870690	0	0	7	25	5	10	11
22:18871776-18872415	2	4	5	35	14	13	29
22:18872759-18873141	11	2	14	12	4	19	11
22:18875217-18875417	6	2	10	14	1	4	0
22:18881014-18881687	35	135	57	90	5	122	53
22:18883784-18884007	6	10	9	33	2	9	8
22:18890753-18891247	34	24	103	125	7	21	29
22:18892457-18892702	84	47	495	540	12	29	74
22:18896188-18896744	80	49	314	371	29	48	62
22:18906064-18906838	85	160	58	45	20	68	36
22:18908607-18908847	26	28	30	20	5	20	12
22:18911427-18911728	24	8	6	15	4	7	3
22:18912783-18913218	12	12	12	18	1	13	25
22:18918637-18918956	17	29	11	25	2	15	6
22:18919439-18919639	15	8	6	6	0	8	5
22:18920532-18920732	8	1	15	10	4	7	6
22:18929073-18929295	5	5	18	21	4	5	6
22:18934001-18934370	30	11	33	31	8	3	3
22:18936034-18936528	98	28	58	22	18	25	11
22:18939382-18939582	14	7	3	14	1	4	9
22:18946913-18947164	8	14	5	9	1	9	6
22:18947313-18947619	20	13	9	30	7	9	18
22:18952568-18952817	14	2	21	37	6	2	12
22:18954504-18954968	66	48	77	47	15	55	51
22:18955243-18955506	9	27	19	32	3	24	9
22:18961414-18961614	19	7	4	16	7	10	12
22:18965149-18965372	20	15	24	17	4	9	8
22:18967675-18968013	20	19	14	22	12	32	9
22:18968228-18968475	19	11	23	31	5	7	26
22:18970284-18970990	90	65	72	50	18	73	42
22:18983996-18984261	5	15	2	10	4	4	9
22:18990294-18990534	4	1	10	14	0	3	18
22:18990866-18991100	15	3	5	13	2	8	4
22:18991352-18991552	4	10	4	4	0	5	5
22:18994937-18995151	10	5	11	10	9	3	4
22:18995319-18995519	12	6	4	7	3	6	2
22:18997402-18997642	9	8	14	8	11	15	4
22:18999170-18999498	5	16	11	11	9	3	14
22:19010085-19010343	3	3	7	8	7	9	2
22:19015646-19015850	0	0	2	7	8	0	2
22:19016188-19016436	12	2	8	8	5	0	3
22:19017971-19018616	22	22	23	73	4	10	19
22:19019238-19020089	50	17	22	76	8	18	10
22:19022819-19023430	14	75	18	86	4	79	36
22:19024997-19025472	13	10	33	33	2	10	20
22:19025677-19025877	8	2	11	5	9	8	7
22:19029395-19029631	13	27	4	10	3	15	7
22:19035510-19035714	11	8	14	7	2	11	8
22:19035986-19036295	21	41	12	14	1	21	14
22:19040481-19040803	6	8	8	33	0	13	5
22:19046678-19046887	7	7	0	9	9	10	5
22:19048604-19048823	4	11	2	7	2	5	9
22:19053243-19053645	6	8	2	23	4	7	15
22:19057103-19057493	26	15	4	9	0	7	14
22:19058880-19059153	15	17	6	4	2	21	7
22:19060114-19060314	5	6	4	18	2	13	9
22:19060360-19060624	9	5	4	3	9	7	3
22:19066926-19067175	3	12	1	4	9	18	6
22:19071044-19071297	3	6	7	9	10	0	6
22:19073899-19074148	14	24	4	0	4	11	11
22:19084260-19084526	9	9	4	7	3	15	16
22:19089369-19089778	4	2	3	4	6	12	8
22:19094104-19094307	9	2	2	11	1	3	6
22:19097075-19097335	12	5	3	16	2	4	9
22:19097372-19097828	6	23	12	15	4	10	10
22:19099232-19099702	20	6	8	16	7	9	14
22:19106362-19106634	35	115	39	48	19	62	57
22:19109430-19110133	188	480	220	220	91	636	272
22:19110219-19110456	5	44	9	20	1	25	21
22:19115804-19116254	18	40	20	29	6	50	21
22:19118449-19118719	142	37	86	19	49	30	26
22:19121607-19121854	107	100	63	30	12	60	43
22:19121924-19122991	1291	2208	791	516	176	1133	831
22:19131857-19132057	5	16	5	15	7	19	8
22:19133977-19134264	18	19	1	16	1	13	11
22:19134290-19134587	13	12	12	15	4	25	11
22:19144083-19144354	74	72	68	32	12	64	33
22:19144407-19145079	545	1072	463	335	143	762	454
22:19149652-19150432	86	133	70	49	22	117	56
22:19150685-19150987	27	18	10	13	4	23	6
22:19155200-19155433	4	4	8	2	2	6	18
22:19160510-19160710	0	3	8	3	0	2	4
22:19171211-19172247	428	536	225	162	62	246	204
22:19178041-19179813	1321	903	767	236	146	368	322
22:19187608-19187808	4	8	6	23	4	3	20
22:19191616-19191856	32	24	35	16	115	153	12
22:19194067-19194267	9	6	14	2	2	2	6
22:19197719-19197931	10	17	5	10	4	5	15
22:19202408-19202854	21	14	12	33	10	16	32
22:19209202-19209402	10	3	4	6	3	0	7
22:19209947-19210243	7	11	0	17	4	5	10
22:19218030-19218378	29	61	25	17	2	47	19
22:19218705-19218950	11	18	6	13	6	7	5
22:19222151-19222383	0	3	6	10	5	13	6
22:19225668-19225868	3	4	0	4	9	0	2
22:19226122-19226340	0	2	9	10	2	4	5
22:19228098-19228309	5	1	5	16	0	8	4
22:19241084-19241631	12	9	5	29	4	5	21
22:19244828-19245102	7	8	11	8	1	3	7
22:19252608-19252823	1	0	0	8	4	1	1
22:19258112-19258657	19	8	5	19	10	4	14
22:19259632-19260038	31	16	28	5	6	10	8
22:19260097-19260388	11	3	5	5	0	5	12
22:19260869-19261298	0	18	2	7	0	36	20
22:19266927-19267177	3	0	0	2	0	10	2
22:19268337-19268559	1	0	0	0	4	2	4
22:19271380-19271625	13	5	1	5	0	1	5
22:19283538-19283738	9	2	4	4	0	1	7
22:19289990-19290235	13	41	9	29	7	16	17
22:19290938-19292568	412	569	187	100	36	154	154
22:19296958-19297213	4	15	2	19	2	6	8
22:19302498-19302698	2	7	0	0	2	0	9
22:19311251-19311465	0	3	0	0	4	2	9
22:19311602-19311802	4	7	3	2	0	0	1
22:19313837-19314145	4	11	2	12	0	2	2
22:19321081-19321345	6	8	6	9	4	4	9
22:19323461-19323676	1	4	2	4	2	2	12
22:19325718-19325941	5	2	10	6	5	0	4
22:19331131-19331556	15	5	3	16	1	16	17
22:19331623-19331839	6	2	4	6	6	8	4
22:19333914-19334114	0	0	5	0	0	1	0
22:19336750-19336984	8	3	0	4	1	2	1
22:19339351-19339551	1	0	0	0	0	6	5
22:19347074-19347295	8	12	3	8	2	3	1
22:19353444-19353644	3	7	3	11	9	11	8
22:19361533-19361759	13	5	5	4	3	3	9
22:19369047-19369731	25	12	12	27	4	12	23
22:19371146-19371400	2	13	0	0	0	1	1
22:19374825-19375153	10	9	7	9	4	17	11
22:19375616-19375834	8	4	3	6	0	1	4
22:19376104-19376304	3	0	1	7	0	2	11
22:19376460-19376664	4	3	5	13	2	1	4
22:19376878-19377421	8	12	10	14	11	14	18
22:19382687-19382887	4	4	4	1	6	0	4
22:19385516-19385806	5	13	0	6	0	13	9
22:19386271-19386472	6	0	1	16	4	6	18
22:19389342-19389593	16	7	3	12	3	8	5
22:19390529-19390749	4	7	12	11	3	9	2
22:19395295-19395517	7	14	5	9	0	2	9
22:19396797-19397007	2	9	4	2	5	13	3
22:19404559-19404759	6	5	3	14	4	1	5
22:19405860-19406267	7	6	12	10	0	5	9
22:19406443-19406678	5	4	11	4	0	10	12
22:19407034-19407234	1	4	3	14	0	4	5
22:19408153-19408427	2	6	2	9	16	5	9
22:19411392-19411677	7	12	5	6	0	9	17
22:19411736-19412032	10	15	10	14	0	3	9
22:19413116-19413341	11	4	1	0	0	5	1
22:19419701-19420289	296	116	288	71	80	96	92
22:19430612-19430976	46	195	58	74	9	117	104
22:19431529-19432876	1073	1373	652	320	117	611	366
22:19446991-19448502	954	2001	726	537	194	1097	641
22:19449140-19449577	249	15	286	20	76	26	19
22:19455792-19456027	11	13	12	14	2	12	5
22:19478601-19478801	40	100	39	44	11	67	35
22:19479088-19480184	1232	1935	1071	534	241	964	699
22:19489359-19489580	12	28	5	2	4	9	5
22:19490694-19490994	18	0	23	0	6	9	6
22:19492616-19493227	48	13	38	12	8	17	12
22:19494776-19494985	8	15	0	9	0	6	2
22:19495998-19496236	10	15	3	0	6	18	9
22:19497238-19497482	8	8	4	22	2	17	7
22:19498727-19499049	24	11	18	24	2	13	18
22:19499198-19499782	28	15	14	35	12	12	18
22:19505631-19506113	22	12	14	9	0	23	21
22:19507136-19507336	12	9	10	16	6	7	7
22:19507383-19507583	8	7	6	9	4	12	7
22:19515149-19515358	7	13	4	5	1	1	10
22:19516140-19516495	27	13	7	9	0	16	16
22:19523422-19524755	227	154	140	44	66	128	62
22:19530821-19531269	10	16	15	16	4	3	1
22:19535162-19535382	2	6	0	4	2	2	10
22:19544285-19544783	16	11	13	21	11	21	1
22:19549093-19549382	18	8	23	7	6	8	4
22:19555509-19556356	30	24	19	15	10	10	32
22:19557254-19557454	12	5	0	3	1	1	3
22:19559301-19559724	12	9	22	14	1	15	4
22:19560947-19561147	4	7	2	8	1	0	2
22:19565954-19566154	7	1	10	2	6	4	7
22:19566898-19567154	5	10	2	13	6	5	2
22:19567333-19567544	14	6	8	1	2	3	3
22:19569191-19569399	8	15	4	2	1	2	3
22:19570578-19570788	3	0	2	17	3	2	5
22:19576644-19577697	488	105	419	44	100	57	57
22:19580028-19580280	20	10	26	4	6	15	6
22:19585125-19585375	0	3	0	14	0	2	6
22:19586913-19587141	7	12	5	5	6	1	6
22:19587346-19587608	6	2	5	14	5	8	4
22:19596873-19597265	19	38	26	10	7	52	42
22:19597419-19598011	57	476	78	89	28	636	261
22:19598332-19598843	37	71	25	43	23	87	50
22:19607300-19607908	147	472	93	39	38	314	116
22:19610523-19611377	194	52	108	32	26	48	38
22:19619488-19619769	8	6	14	3	0	2	13
22:19622075-19622280	4	5	11	12	0	8	3
22:19625963-19626375	13	11	11	9	9	31	13
22:19629859-19630463	92	123	72	54	34	78	87
22:19632323-19632523	16	18	12	11	4	14	6
22:19636871-19637242	7	33	9	28	4	14	16
22:19639540-19639831	13	2	18	4	2	10	10
22:19641509-19641750	15	11	3	6	2	10	6
22:19644430-19644700	8	0	7	7	9	15	11
22:19645075-19645275	8	5	0	4	2	5	13
22:19655654-19655861	17	5	2	11	6	0	7
22:19657010-19657255	10	11	3	22	0	2	5
22:19658354-19658600	4	6	2	18	2	8	5
22:19659487-19659810	9	20	14	17	2	13	6
22:19663584-19663865	12	8	16	11	0	15	7
22:19663926-19664367	23	14	12	8	10	14	17
22:19668578-19668778	4	4	3	15	0	3	4
22:19670047-19670292	7	1	3	1	0	0	16
22:19679436-19680106	34	43	16	26	11	27	18
22:19680387-19680622	3	4	6	14	10	2	3
22:19680720-19680931	12	5	3	4	2	2	4
22:19687670-19687905	14	7	4	4	2	2	7
22:19687975-19688383	25	19	9	13	2	9	9
22:19688417-19689927	64	38	22	58	34	46	44
22:19694283-19694659	4	10	5	20	3	10	9
22:19694974-19695182	7	6	2	14	0	2	2
22:19695922-19696154	4	12	14	7	2	3	4
22:19696334-19696685	11	11	12	12	5	2	8
22:19696758-19697083	12	2	4	5	9	1	9
22:19701336-19701536	0	2	0	2	0	8	0
22:19707735-19707935	13	5	5	7	2	5	18
22:19708685-19709121	6	18	14	14	23	12	15
22:19710658-19710951	13	14	4	37	6	6	17
22:19714304-19714515	39	35	18	8	1	19	12
22:19717875-19718793	306	493	154	110	68	303	155
22:19723414-19724518	219	173	199	84	65	147	108
22:19730501-19731353	226	286	133	96	30	179	115
22:19735238-19735438	4	16	9	24	8	8	14
22:19737938-19738305	10	16	2	10	8	26	23
22:19739150-19739350	15	3	8	10	12	4	15
22:19751353-19751573	8	11	4	11	2	7	19
22:19756626-19757151	125	204	93	61	30	113	78
22:19761249-19761514	23	25	22	5	8	33	18
22:19765718-19766200	54	60	53	32	15	37	29
22:19766398-19767708	177	135	150	59	42	99	73
22:19775599-19776011	5	11	12	11	6	7	27
22:19776208-19777140	75	41	37	46	29	39	30
22:19780477-19780736	18	25	26	6	1	10	16
22:19785879-19786079	10	5	10	6	2	5	4
22:19787898-19788195	8	13	3	12	4	16	4
22:19797210-19797450	4	6	0	15	16	2	8
22:19797709-19797953	6	8	10	9	16	5	9
22:19799237-19799480	9	10	4	7	3	0	16
22:19800736-19801319	36	19	26	21	6	15	15
22:19803429-19803667	5	11	5	6	15	7	4
22:19810515-19810724	6	7	12	21	9	11	6
22:19812018-19812235	16	9	2	5	0	7	9
22:19820092-19820332	11	10	4	22	1	13	7
22:19821408-19821608	8	14	8	10	2	6	4
22:19822328-19822588	6	7	1	7	7	3	17
22:19824605-19824805	2	6	4	12	10	8	2
22:19828105-19828305	1	1	7	1	1	1	3
22:19832398-19833041	13	20	6	16	9	11	14
22:19834502-19834780	10	0	0	2	0	0	2
22:19835184-19835458	8	2	10	4	9	2	2
22:19844078-19845272	59	116	55	64	28	107	73
22:19845356-19845612	14	13	11	25	7	17	24
22:19854360-19854560	31	77	17	19	12	38	27
22:19854773-19856138	1040	1618	635	373	182	740	522
22:19868987-19869187	9	7	4	7	10	3	0
22:19871820-19872020	3	6	6	6	11	3	7
22:19874133-19875178	131	150	74	82	35	93	65
22:19886908-19887353	55	199	49	52	30	203	125
22:19891555-19892763	624	1396	723	292	163	957	551
22:19896749-19897033	28	73	42	26	20	53	35
22:19909612-19910363	102	141	88	81	34	94	93
22:19917615-19917952	6	12	9	12	7	5	18
22:19918407-19918803	7	12	6	14	14	9	13
22:19919904-19920206	3	10	6	19	0	16	7
22:19921616-19921847	2	12	0	13	4	3	6
22:19929910-19930119	6	8	0	17	7	4	9
22:19930979-19931224	5	8	3	4	4	10	12
22:19932677-19932998	9	23	11	24	2	5	15
22:19933351-19933698	15	16	4	11	12	8	8
22:19934199-19934434	10	8	10	10	1	2	4
22:19940845-19943098	292	400	246	176	101	189	186
22:19947553-19948176	102	84	107	32	20	29	47
22:19953719-19954243	73	74	85	45	27	48	48
22:19962171-19962781	60	73	88	67	12	88	51
22:19963116-19963410	41	16	8	13	19	7	4
22:19970569-19971022	115	149	76	71	40	97	54
22:19971491-19971725	25	30	4	12	2	35	10
22:19980745-19981096	14	7	6	4	19	19	9
22:19986559-19987520	216	293	98	63	31	135	137
22:19994997-19995197	9	1	9	20	1	0	4
22:19995299-19995499	1	12	5	23	0	4	2
22:19999298-19999586	18	10	3	14	7	3	10
22:20000034-20000244	17	9	2	8	0	5	13
22:20008587-20008867	21	10	10	9	5	5	9
22:20016718-20017364	601	993	301	193	81	414	302
22:20020822-20021337	816	1467	376	261	111	666	484
22:20031837-20032546	78	91	64	91	16	65	36
22:20037404-20037820	19	7	22	10	11	10	13
22:20040561-20040849	12	20	4	15	5	9	5
22:20043611-20043811	10	10	1	9	0	9	11
22:20044715-20044917	7	11	4	12	0	6	7
22:20048349-20048847	31	6	37	1	8	0	3
22:20053902-20054257	6	7	3	15	10	22	3
22:20055479-20055854	6	8	18	9	4	16	19
22:20061112-20061312	9	15	2	14	5	18	11
22:20061620-20061905	20	9	6	8	17	7	12
22:20062057-20062267	6	9	10	12	0	13	2
22:20062372-20062575	21	4	7	6	4	6	11
22:20063864-20064252	16	16	4	14	4	26	15
22:20066805-20067018	16	12	5	11	5	5	16
22:20069930-20070246	13	12	6	24	2	1	15
22:20079775-20081012	797	1186	381	220	74	494	400
22:20085099-20085355	46	28	27	26	10	14	41
22:20090834-20091044	22	2	20	6	0	1	8
22:20092046-20092400	14	19	6	9	3	19	6
22:20094199-20094399	1	7	6	11	4	3	14
22:20095597-20096097	88	6	102	14	19	6	21
22:20100491-20101336	415	519	320	183	98	364	206
22:20108497-20108723	18	5	24	14	3	13	7
22:20110199-20110411	10	9	6	14	0	24	3
22:20111226-20111912	142	71	74	65	23	66	63
22:20116906-20118337	1106	1416	692	370	170	695	483
22:20123049-20123377	14	19	3	54	2	10	32
22:20129059-20129690	156	164	181	115	53	99	92
22:20130341-20132373	777	1141	411	303	139	456	436
22:20140036-20140341	9	13	9	11	20	14	20
22:20147429-20147702	28	21	9	15	10	26	10
22:20148715-20149001	12	13	6	16	12	27	15
22:20149108-20149308	13	9	5	8	8	6	22
22:20149653-20149949	26	26	15	12	5	11	13
22:20150592-20150905	19	15	8	13	9	12	32
22:20151002-20151214	22	4	3	6	2	7	13
22:20156867-20157599	127	118	93	91	58	60	72
22:20164233-20164433	9	1	4	10	1	23	7
22:20168215-20168470	18	7	4	20	0	15	9
22:20168899-20169121	11	11	6	7	5	11	23
22:20169748-20170078	10	10	24	9	6	15	12
22:20178325-20178555	13	12	7	23	5	12	6
22:20179452-20179714	9	28	2	22	4	6	13
22:20187915-20188205	13	11	4	22	6	19	10
22:20188510-20188746	20	13	6	7	0	8	7
22:20192786-20192986	19	10	13	11	0	5	12
22:20194799-20195069	12	19	6	9	9	10	16
22:20195076-20195295	11	7	10	13	13	11	7
22:20197842-20198069	10	8	0	20	6	7	7
22:20206198-20207200	260	215	168	137	48	160	110
22:20232183-20232433	20	9	7	7	6	14	10
22:20237972-20238952	143	307	93	103	33	144	132
22:20242881-20243109	20	51	14	23	6	48	31
22:20243566-20244063	103	222	101	72	31	133	75
22:20245001-20245620	60	153	37	46	18	137	75
22:20255541-20255841	10	23	14	9	6	6	14
22:20255854-20256076	3	5	1	1	3	7	16
22:20258619-20258819	6	8	10	7	4	14	7
22:20258904-20259104	15	20	10	9	8	3	3
22:20262621-20262822	6	11	2	22	7	4	11
22:20267502-20267702	15	39	14	14	3	21	9
22:20268005-20268685	232	250	98	51	23	119	77
22:20273738-20274019	13	13	4	16	2	11	30
22:20275639-20275858	6	5	8	10	3	6	22
22:20276563-20276763	7	2	1	6	9	2	12
22:20277072-20277315	21	9	1	20	4	7	10
22:20285684-20286157	104	68	63	46	27	79	58
22:20289971-20290237	18	10	3	33	0	19	6
22:20290898-20291123	10	8	18	19	2	8	18
22:20298987-20300181	881	1522	724	331	183	864	572
22:20305558-20305799	11	11	8	16	14	7	9
22:20309310-20309530	15	9	2	14	2	6	8
22:20317694-20317940	29	32	40	16	24	21	16
22:20319667-20320879	518	865	332	226	79	421	290
22:20322871-20323269	89	159	102	63	31	85	63
22:20323295-20323547	58	30	71	13	14	27	10
22:20324004-20324568	345	97	279	39	107	151	48
22:20327954-20328404	72	59	69	37	41	69	17
22:20328667-20328893	18	23	17	14	6	28	26
22:20332047-20332300	9	4	14	23	3	1	4
22:20333665-20333927	6	10	4	9	2	6	15
22:20337975-20338182	5	7	2	9	6	14	7
22:20338457-20338992	18	12	32	39	11	22	31
22:20340591-20340791	5	3	10	8	1	5	11
22:20342129-20342605	9	6	8	26	8	6	13
22:20343450-20343650	10	0	8	7	0	0	13
22:20346511-20346919	27	17	12	20	8	28	12
22:20347052-20347264	4	6	10	4	2	4	4
22:20356987-20357366	20	19	13	22	11	32	4
22:20362079-20362329	4	2	5	16	0	5	7
22:20364518-20364894	29	5	23	9	5	5	6
22:20372457-20372890	28	6	14	4	17	7	13
22:20378238-20378467	2	2	5	8	1	9	5
22:20380657-20380912	13	7	0	4	4	5	5
22:20384196-20384396	11	2	1	0	0	1	3
22:20384448-20384679	0	0	1	1	2	1	11
22:20393861-20394777	475	1108	352	193	84	504	417
22:20401138-20401551	9	13	7	23	6	16	25
22:20401943-20402247	4	2	4	17	3	5	3
22:20406067-20406275	11	10	0	9	7	6	9
22:20406337-20406696	7	8	8	8	5	21	3
22:20406773-20406988	7	7	4	2	9	2	11
22:20413823-20414102	6	8	4	18	2	2	11
22:20418084-20418775	96	162	81	34	18	71	45
22:20420931-20421220	10	11	33	15	4	22	17
22:20422237-20422682	27	15	39	23	15	18	17
22:20425329-20425537	22	20	12	11	18	10	11
22:20429078-20429789	185	521	126	130	23	250	162
22:20430634-20430944	58	68	48	37	14	41	30
22:20431022-20431696	196	291	138	94	50	180	139
22:20436423-20437212	125	116	72	53	29	52	50
22:20437513-20438118	94	75	24	23	16	59	35
22:20440136-20440388	5	15	8	23	3	13	26
22:20440796-20441009	5	13	14	12	5	21	9
22:20447411-20447622	2	13	1	10	0	3	6
22:20451164-20451486	8	10	4	17	2	14	11
22:20456283-20456723	132	193	113	52	19	75	64
22:20458049-20458315	4	13	5	19	2	13	8
22:20463491-20464740	200	412	177	263	60	367	165
22:20465741-20466016	28	20	3	8	19	22	13
22:20469683-20470001	35	16	17	8	8	10	6
22:20474700-20475421	241	39	184	11	49	25	14
22:20476333-20476540	6	7	1	0	0	4	11
22:20483127-20483490	10	5	2	14	12	5	19
22:20490122-20490601	42	27	47	22	26	20	36
22:20495166-20496401	693	1228	415	252	148	581	465
22:20496581-20496868	131	130	58	19	33	66	43
22:20507299-20508261	650	615	598	182	119	334	225
22:20509194-20509799	135	121	134	72	48	69	54
22:20515018-20515473	58	12	64	15	14	14	11
22:20517500-20517701	17	17	15	13	5	6	9
22:20520218-20520539	60	16	55	8	15	13	14
22:20522851-20523407	49	11	50	30	15	19	13
22:20523541-20524098	42	52	54	43	18	62	38
22:20524183-20524652	45	99	45	51	22	71	44
22:20530639-20530890	27	6	5	7	5	2	10
22:20531351-20531621	10	19	7	14	3	13	17
22:20531785-20532197	31	34	14	20	4	14	18
22:20532546-20532936	32	14	11	13	13	16	13
22:20536950-20537373	27	11	3	19	2	20	10
22:20543870-20544435	50	139	12	20	8	88	80
22:20549445-20550079	90	311	66	90	19	162	74
22:20550869-20551821	372	263	380	81	102	114	89
22:20551900-20552403	237	97	245	28	51	64	63
22:20557169-20557957	62	170	62	123	37	189	95
22:20558069-20558353	17	41	10	19	4	14	22
22:20563091-20563414	26	10	83	6	23	9	9
22:20564436-20564668	37	69	45	27	26	60	35
22:20566666-20567401	128	610	146	198	41	586	287
22:20567425-20567767	64	67	70	37	14	60	48
22:20569086-20569735	297	642	342	314	78	610	197
22:20576452-20576987	8	8	43	41	2	11	13
22:20582607-20582816	6	4	5	2	15	4	7
22:20589477-20589815	28	38	9	11	6	15	10
22:20590683-20591230	60	48	17	17	13	12	12
22:20591713-20592134	27	50	5	35	4	20	17
22:20600811-20601027	2	5	4	12	6	5	5
22:20606234-20606846	122	189	109	83	41	181	111
22:20611744-20612089	15	13	8	27	3	5	16
22:20612331-20612581	10	7	15	5	2	8	8
22:20618622-20619041	7	11	16	5	10	13	16
22:20624137-20624812	194	15	299	10	52	5	23
22:20626815-20627122	5	10	3	3	2	7	17
22:20629411-20629622	3	1	7	14	0	2	5
22:20630747-20631079	9	2	11	8	11	4	13
22:20635122-20635628	15	24	7	26	2	10	31
22:20637862-20638171	16	6	27	8	4	8	13
22:20645114-20645314	3	2	12	1	0	6	9
22:20647425-20647791	8	4	6	19	4	4	17
22:20653102-20653319	1	12	8	6	4	8	5
22:20656525-20657245	36	9	13	10	8	15	21
22:20657422-20657681	14	0	2	14	5	6	5
22:20664513-20664769	11	1	2	4	12	4	9
22:20667835-20668079	15	22	14	6	3	16	13
22:20668369-20668569	5	1	7	12	2	12	8
22:20668811-20669370	24	23	12	36	19	20	21
22:20669690-20669924	17	3	2	4	6	12	3
22:20669957-20670636	34	13	26	26	12	29	28
22:20670725-20671370	23	25	40	28	16	46	10
22:20680290-20680650	0	2	2	11	0	14	7
22:20680815-20681087	0	2	2	14	1	2	0
22:20684895-20685169	4	3	2	6	2	11	6
22:20689339-20689547	6	7	6	10	4	16	10
22:20695483-20695808	34	34	66	21	11	35	23
22:20697403-20697915	257	344	405	242	65	179	108
22:20702289-20704124	1919	4400	1113	1030	264	2496	1607
22:20704389-20704640	110	215	76	71	13	153	107
22:20709899-20710154	18	13	11	11	5	16	15
22:20711011-20711241	6	5	8	13	8	16	8
22:20713678-20713880	16	6	1	15	3	3	7
22:20718091-20718329	5	9	0	11	0	14	6
22:20718595-20718795	3	3	8	13	4	4	4
22:20725007-20725234	5	12	2	6	7	7	12
22:20727837-20728079	16	1	0	11	0	7	1
22:20729037-20729327	6	6	5	10	13	11	7
22:20729430-20729697	13	7	5	8	4	17	5
22:20733819-20734221	10	28	16	13	6	15	13
22:20734845-20735227	6	6	18	19	6	17	11
22:20737064-20737330	15	4	7	9	2	6	13
22:20738066-20738335	8	9	2	21	4	15	10
22:20741982-20742805	23	51	24	26	11	42	35
22:20748929-20749197	18	3	7	10	0	2	5
22:20750460-20750959	23	24	52	15	12	14	18
22:20751649-20751871	4	14	3	12	0	11	15
22:20752197-20752721	12	15	5	17	2	25	15
22:20759169-20759415	8	2	0	4	2	4	3
22:20764349-20764568	0	2	6	11	0	3	11
22:20769294-20769494	2	4	3	7	0	4	11
22:20772314-20772660	9	2	0	10	0	1	21
22:20773261-20773573	0	10	3	19	0	5	2
22:20776038-20776243	2	8	5	2	2	1	12
22:20777923-20778123	19	1	14	0	8	1	2
22:20781548-20782137	238	0	297	8	74	16	12
22:20784367-20784771	24	55	42	14	26	53	32
22:20787940-20788140	13	6	4	11	0	0	7
22:20793102-20793439	11	3	10	2	11	1	4
22:20793499-20793699	9	0	2	0	7	1	0
22:20794228-20794819	19	15	9	28	6	15	36
22:20803402-20803809	5	5	11	26	3	3	8
22:20803959-20804411	22	20	16	16	10	19	16
22:20804786-20805009	2	14	3	11	0	3	9
22:20810668-20811138	24	43	17	23	4	46	60
22:20818029-20818229	1	2	0	7	0	8	2
22:20822550-20822750	1	8	2	9	0	0	5
22:20825846-20826046	5	2	4	9	1	10	5
22:20831468-20831676	9	1	4	4	0	8	5
22:20833481-20833681	0	2	2	11	4	1	3
22:20840364-20841442	30	32	40	15	27	31	29
22:20841482-20841956	8	4	8	13	5	22	7
22:20858358-20859532	1051	1512	638	418	148	757	565
22:20867030-20867230	6	3	8	0	4	4	9
22:20867407-20867715	23	12	8	4	0	13	10
22:20870333-20870567	2	3	1	13	0	13	10
22:20873829-20874046	1	5	4	16	0	3	1
22:20877834-20878099	8	8	3	2	0	4	19
22:20883668-20883868	7	5	2	6	2	9	7
22:20885504-20885970	39	24	27	25	7	24	28
22:20891572-20891791	3	3	4	13	0	1	0
22:20892791-20893041	4	5	3	9	4	15	6
22:20896214-20896414	5	0	0	5	0	14	4
22:20898487-20898801	6	0	1	4	0	14	14
22:20899262-20899616	11	5	4	12	5	5	15
22:20910549-20910762	2	1	1	4	3	6	11
22:20911825-20912025	4	10	3	3	9	7	5
